Site,Department,Type,Maint_7days_before,Maint_30days_before,Maint_90days_before,Month,Quarter,DayOfWeek,Target
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,9,3,3,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,9,3,2,1
Cheyenne WY,Cheyenne Plant,Near Miss,0,0,0,9,3,1,1
Cheyenne WY (DNTI),Cheyenne Operations - Complex 1,Near Miss,0,0,0,8,3,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,9,3,6,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,8,3,4,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,8,3,2,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,8,3,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,8,3,2,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,8,3,0,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,8,3,2,1
Cheyenne WY (DNTI),DNTI Cheyenne WY,Incident,0,0,0,8,3,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,8,3,3,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,8,3,3,1
Cheyenne WY,Cheyenne Plant,Near Miss,0,0,0,8,3,3,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,8,3,2,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,8,3,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,8,3,2,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,8,3,0,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,8,3,0,1
Cheyenne WY,Cheyenne Operations - Complex 1,Incident,0,0,0,8,3,0,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,8,3,0,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,8,3,0,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,8,3,0,1
Cheyenne WY,Cheyenne Operations - Complex 1,Incident,0,0,0,8,3,0,1
Cheyenne WY,Cheyenne Operations - Complex 1,Incident,0,0,0,8,3,6,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,8,3,6,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,8,3,3,1
Cheyenne WY (DNTI),DNTI Cheyenne WY,Near Miss,0,0,0,4,2,2,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,8,3,2,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,8,3,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,8,3,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,8,3,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,8,3,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,8,3,1,1
Cheyenne WY (DNTI),DNTI Cheyenne WY,Near Miss,0,0,0,8,3,2,1
Cheyenne WY (DNTI),DNTI Cheyenne WY,Near Miss,0,0,0,7,3,5,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,8,3,6,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,8,3,5,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,8,3,4,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,8,3,4,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,8,3,4,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,8,3,2,1
Cheyenne WY,Cheyenne Plant,Near Miss,0,0,0,8,3,3,1
Cheyenne WY,Cheyenne Plant,Hazard,0,0,0,8,3,3,1
Cheyenne WY,Cheyenne Plant,Hazard,0,0,0,8,3,3,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,8,3,2,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,8,3,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,8,3,1,1
Cheyenne WY,Cheyenne Plant,Hazard,0,0,0,8,3,1,1
Cheyenne WY,Cheyenne Plant,Hazard,0,0,0,8,3,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,8,3,0,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,8,3,4,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,8,3,4,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,8,3,2,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,8,3,5,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,8,3,4,1
Cheyenne WY,Cheyenne Operations - Complex 4,Near Miss,0,0,0,8,3,3,1
Cheyenne WY,Cheyenne Operations - Complex 1,Incident,0,0,0,8,3,2,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,7,3,0,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,7,3,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,7,3,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,7,3,0,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,7,3,6,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,7,3,0,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,7,3,0,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,7,3,0,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,7,3,0,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,7,3,0,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,7,3,4,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,7,3,2,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,7,3,2,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,7,3,0,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,7,3,4,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,7,3,3,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,7,3,3,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,7,3,3,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,7,3,3,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,7,3,3,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,7,3,2,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,7,3,2,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,7,3,2,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,7,3,2,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,7,3,2,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,7,3,2,1
Cheyenne WY (DNTI),DNTI Cheyenne WY,Incident,0,0,0,7,3,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Incident,0,0,0,7,3,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,7,3,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,7,3,0,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,7,3,0,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,7,3,6,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,7,3,5,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,7,3,5,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,7,3,5,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,7,3,3,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,7,3,3,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,7,3,3,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,7,3,2,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,7,3,2,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,7,3,2,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,7,3,2,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,7,3,2,1
Cheyenne WY (DNTI),DNTI Cheyenne WY,Near Miss,0,0,0,4,2,2,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,7,3,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Incident,0,0,0,7,3,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,7,3,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,7,3,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,7,3,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,7,3,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,7,3,0,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,7,3,6,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,7,3,0,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,7,3,6,1
Cheyenne WY (DNTI),DNTI Cheyenne WY,Near Miss,0,0,0,7,3,2,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,7,3,3,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,7,3,3,1
Cheyenne WY,Cheyenne Operations - Complex 1,Incident,0,0,0,7,3,0,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,7,3,2,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,7,3,2,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,7,3,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,7,3,1,1
Cheyenne WY,BEx Manufacturing - Cheyenne *INACTIVE* Do not use from 30 July 2024,Near Miss,0,0,0,7,3,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,7,3,1,1
Cheyenne WY,Cheyenne Plant,Hazard,0,0,0,7,3,0,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,6,2,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,7,3,6,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,6,2,2,1
Cheyenne WY,Cheyenne Operations - Complex 1,Incident,0,0,0,7,3,0,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,7,3,3,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,7,3,3,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,7,3,2,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,7,3,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,7,3,0,1
Cheyenne WY (DNTI),DNTI Cheyenne WY,Near Miss,0,0,0,5,2,1,1
Cheyenne WY (DNTI),DNTI Cheyenne WY,Near Miss,0,0,0,5,2,2,1
Cheyenne WY (DNTI),DNTI Cheyenne WY,Near Miss,0,0,0,6,2,0,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,7,3,0,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,6,2,4,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,6,2,3,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,6,2,3,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,6,2,3,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,6,2,3,1
Cheyenne WY,Cheyenne Operations - Complex 1,Incident,0,0,0,6,2,2,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,6,2,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,6,2,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,6,2,2,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,6,2,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,6,2,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,6,2,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,6,2,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,6,2,1,1
Cheyenne WY (DNTI),DNTI Cheyenne WY,Near Miss,0,0,0,6,2,5,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,6,2,0,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,6,2,0,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,6,2,6,1
Cheyenne WY,Cheyenne Operations - Complex 1,Incident,0,0,0,6,2,6,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,6,2,4,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,6,2,4,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,6,2,3,1
Cheyenne WY (DNTI),DNTI Cheyenne WY,Near Miss,0,0,0,5,2,2,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,6,2,2,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,6,2,2,1
Cheyenne WY (DNTI),DNTI Cheyenne WY,Near Miss,0,0,0,5,2,4,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,6,2,2,1
Cheyenne WY,Cheyenne Operations - Complex 1,Incident,0,0,0,6,2,2,1
Cheyenne WY,Cheyenne Operations - Complex 1,Incident,0,0,0,6,2,2,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,6,2,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,6,2,1,1
Cheyenne WY (DNTI),DNTI Cheyenne WY,Near Miss,0,0,0,6,2,2,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,6,2,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,6,2,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,6,2,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Incident,0,0,0,6,2,6,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,6,2,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,6,2,2,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,6,2,3,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,6,2,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,6,2,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,6,2,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,6,2,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,6,2,0,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,6,2,0,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,6,2,0,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,6,2,5,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,6,2,5,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,6,2,5,1
Cheyenne WY,Cheyenne Operations - Complex 1,Incident,0,0,0,6,2,5,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,6,2,5,1
Cheyenne WY,Cheyenne Operations - Complex 1,Incident,0,0,0,6,2,5,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,6,2,4,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,6,2,3,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,6,2,3,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,6,2,3,1
Cheyenne WY,Cheyenne Plant,Near Miss,0,0,0,5,2,4,1
Cheyenne WY,Cheyenne Plant,Hazard,0,0,0,5,2,4,1
Cheyenne WY (DNTI),DNTI Cheyenne WY,Near Miss,0,0,0,5,2,0,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,6,2,2,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,6,2,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,6,2,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,6,2,2,1
Cheyenne WY (DNTI),DNTI Cheyenne WY,Near Miss,0,0,0,5,2,2,1
Cheyenne WY (DNTI),DNTI Cheyenne WY,Near Miss,0,0,0,5,2,0,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,6,2,6,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,6,2,5,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,6,2,4,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,6,2,4,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,6,2,4,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,6,2,4,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,6,2,4,1
Cheyenne WY (DNTI),DNTI Cheyenne WY,Near Miss,0,0,0,5,2,3,1
Cheyenne WY (DNTI),DNTI Cheyenne WY,Near Miss,0,0,0,5,2,3,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,6,2,1,1
Cheyenne WY (DNTI),DNTI Cheyenne WY,Incident,0,0,0,6,2,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,6,2,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,6,2,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,6,2,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,6,2,0,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,6,2,5,1
Cheyenne WY,Cheyenne Plant,Hazard,0,0,0,6,2,5,1
Cheyenne WY,Cheyenne Plant,Hazard,0,0,0,6,2,5,1
Cheyenne WY (DNTI),Dyno Nobel Transportation,Near Miss,0,0,0,6,2,4,1
Cheyenne WY (DNTI),DNTI Cheyenne WY,Near Miss,0,0,0,5,2,0,1
Cheyenne WY (DNTI),DNTI Cheyenne WY,Near Miss,0,0,0,5,2,4,1
Cheyenne WY (DNTI),DNTI Cheyenne WY,Near Miss,0,0,0,5,2,4,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,5,2,3,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,5,2,2,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,5,2,3,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,5,2,2,1
Cheyenne WY,Cheyenne Operations - Complex 1,Incident,0,0,0,5,2,2,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,5,2,2,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,5,2,2,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,5,2,6,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,5,2,5,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,5,2,4,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,5,2,3,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,5,2,3,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,5,2,3,1
Cheyenne WY,Cheyenne Plant,Hazard,0,0,0,5,2,3,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,5,2,2,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,5,2,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,5,2,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,5,2,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,5,2,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,5,2,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Incident,0,0,0,5,2,0,1
Cheyenne WY,Cheyenne Operations - Complex 1,Incident,0,0,0,5,2,0,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,5,2,0,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,5,2,0,1
Cheyenne WY,Cheyenne Operations - Complex 1,Incident,0,0,0,5,2,0,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,5,2,6,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,5,2,0,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,5,2,6,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,5,2,5,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,5,2,5,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,5,2,4,1
Cheyenne WY (DNTI),DNTI Cheyenne WY,Near Miss,0,0,0,5,2,2,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,5,2,2,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,5,2,2,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,5,2,4,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,5,2,4,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,5,2,4,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,5,2,4,1
Cheyenne WY,Cheyenne Plant,Incident,0,0,0,5,2,2,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,5,2,3,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,5,2,3,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,5,2,3,1
Cheyenne WY,Cheyenne Plant,Hazard,0,0,0,5,2,3,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,5,2,3,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,5,2,3,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,5,2,1,1
Cheyenne WY,BEx Manufacturing - Cheyenne *INACTIVE* Do not use from 30 July 2024,Hazard,0,0,0,5,2,2,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,5,2,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,5,2,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,5,2,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,5,2,0,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,5,2,0,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,5,2,5,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,5,2,5,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,5,2,5,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,5,2,6,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,5,2,6,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,5,2,6,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,5,2,6,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,5,2,5,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,5,2,4,1
Cheyenne WY,BEx Manufacturing - Cheyenne *INACTIVE* Do not use from 30 July 2024,Near Miss,0,0,0,5,2,3,1
Cheyenne WY (DNTI),DNTI Cheyenne WY,Near Miss,0,0,0,5,2,2,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,5,2,4,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,5,2,4,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,5,2,2,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,5,2,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,5,2,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,5,2,2,1
Cheyenne WY (DNTI),DNTI Cheyenne WY,Near Miss,0,0,0,4,2,6,1
Cheyenne WY (DNTI),DNTI Cheyenne WY,Near Miss,0,0,0,5,2,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Incident,0,0,0,5,2,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,5,2,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,5,2,1,1
Cheyenne WY,Cheyenne Plant,Hazard,0,0,0,5,2,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,5,2,1,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,5,2,0,1
Cheyenne WY (DNTI),DNTI Cheyenne WY,Near Miss,0,0,0,5,2,3,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,5,2,0,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,5,2,6,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,5,2,5,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,5,2,4,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,5,2,4,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,5,2,3,1
Cheyenne WY,Cheyenne Operations - Complex 1,Incident,0,0,0,5,2,3,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,5,2,3,1
Cheyenne WY,Cheyenne Operations - Complex 1,Near Miss,0,0,0,5,2,2,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,5,2,2,1
Cheyenne WY,Cheyenne Operations - Complex 1,Hazard,0,0,0,5,2,1,1
